handle,domain,eligible_for_bounty
fertitta_entertainment,*.rocketball.com,False
fertitta_entertainment,shoppostoak.com,False
fertitta_entertainment,*.rocketball.com,False
fertitta_entertainment,aqbeerfest.com,False
fertitta_entertainment,aqwine.com,False
fertitta_entertainment,boardwalkfantasea.com,False
fertitta_entertainment,brennersfest.com,False
fertitta_entertainment,chefsdinners.com,False
fertitta_entertainment,dungeonofdoomkemah.com,False
fertitta_entertainment,galvestonholidayinn.com,False
fertitta_entertainment,hunttinginn.com,False
fertitta_entertainment,kemahbeerfest.com,False
fertitta_entertainment,lilliesasiancuisine.com,False
fertitta_entertainment,r-u-i.com,False
fertitta_entertainment,pleasurepier.com,False
fertitta_entertainment,sanluisresort.com,False
fertitta_entertainment,muer.com,False
fertitta_entertainment,wildwoodcasino.net,False
fertitta_entertainment,goldennugget.com,False
fertitta_entertainment,thepostoak.com,False
fertitta_entertainment,thepostoakhotel.com,False
fertitta_entertainment,shoppostoak.com,False
fertitta_entertainment,tilmanfertitta.com,False
fertitta_entertainment,fertittaentertainmentinc.com,False
aboitizpower_corporation,*.enerzone.com.ph,False
aboitizpower_corporation,*.oilbu.com,False
aboitizpower_corporation,*.hedcor.com,False
aboitizpower_corporation,*.apps.sofa.csg.aboitizpower.org,False
aboitizpower_corporation,aboitizpower.org,False
aboitizpower_corporation,1882energyventures.com,False
aboitizpower_corporation,1882energyventures.net,False
aboitizpower_corporation,aboitizenergysolutions.com,False
aboitizpower_corporation,aboitizpower.com.ph,False
aboitizpower_corporation,aboitizpower.info,False
aboitizpower_corporation,aboitizpower.net,False
aboitizpower_corporation,aboitizpower.ph,False
aboitizpower_corporation,aboitizpowercorporation.com.ph,False
aboitizpower_corporation,aboitizpowercorporation.ph,False
aboitizpower_corporation,aboitiztrading.com,False
aboitizpower_corporation,aesi.com.ph,False
aboitizpower_corporation,apsiph.com,False
aboitizpower_corporation,bettersolutions.com.ph,False
aboitizpower_corporation,balambanenerzone.com,False
aboitizpower_corporation,cleanergy.com.ph,False
aboitizpower_corporation,cleanergy.ph,False
aboitizpower_corporation,enerzone.com.ph,False
aboitizpower_corporation,limaenerzone.com,False
aboitizpower_corporation,mactanenerzone.com,False
aboitizpower_corporation,prismenergy.com.ph,False
aboitizpower_corporation,retailelectricity.com.ph,False
aboitizpower_corporation,snaboitizpower.com,False
aboitizpower_corporation,snap-res.com,False
aboitizpower_corporation,subicenerzone.com,False
aboitizpower_corporation,sustainablephilippines.com,False
aboitizpower_corporation,veco.com.ph,False
aboitizpower_corporation,visayanelectric.com.ph,False
aboitizpower_corporation,visayanelectric.ph,False
aboitizpower_corporation,*.visayanelectric.com,False
aboitizpower_corporation,*.cotabatolight.com,False
aboitizpower_corporation,adventenergy.com.ph,False
aboitizpower_corporation,*.snaboitiz.com,False
aboitizpower_corporation,*.davaolight.com,False
aboitizpower_corporation,*.aboitizpower.com,False
aboitizpower_corporation,*.aboitizpower.com,False
aboitizpower_corporation,*.snaboitiz.com,False
aboitizpower_corporation,*.enerzone.com.ph,False
aboitizpower_corporation,*.cotabatolight.com,False
aboitizpower_corporation,*.davaolight.com,False
aboitizpower_corporation,*.oilbu.com,False
aboitizpower_corporation,*.visayanelectric.com,False
aboitizpower_corporation,*.hedcor.com,False
aboitizpower_corporation,*.apps.sofa.csg.aboitizpower.org,False
aboitizpower_corporation,aboitizpower.org,False
aboitizpower_corporation,1882energyventures.com,False
aboitizpower_corporation,1882energyventures.net,False
aboitizpower_corporation,aboitizenergysolutions.com,False
aboitizpower_corporation,aboitizpower.com.ph,False
aboitizpower_corporation,aboitizpower.info,False
aboitizpower_corporation,aboitizpower.net,False
aboitizpower_corporation,aboitizpower.ph,False
aboitizpower_corporation,aboitizpowercorporation.com.ph,False
aboitizpower_corporation,aboitizpowercorporation.ph,False
aboitizpower_corporation,aboitiztrading.com,False
aboitizpower_corporation,adventenergy.com.ph,False
aboitizpower_corporation,aesi.com.ph,False
aboitizpower_corporation,apsiph.com,False
aboitizpower_corporation,bettersolutions.com.ph,False
aboitizpower_corporation,balambanenerzone.com,False
aboitizpower_corporation,cleanergy.com.ph,False
aboitizpower_corporation,cleanergy.ph,False
aboitizpower_corporation,enerzone.com.ph,False
aboitizpower_corporation,limaenerzone.com,False
aboitizpower_corporation,mactanenerzone.com,False
aboitizpower_corporation,prismenergy.com.ph,False
aboitizpower_corporation,retailelectricity.com.ph,False
aboitizpower_corporation,snaboitizpower.com,False
aboitizpower_corporation,snap-res.com,False
aboitizpower_corporation,subicenerzone.com,False
aboitizpower_corporation,sustainablephilippines.com,False
aboitizpower_corporation,veco.com.ph,False
aboitizpower_corporation,visayanelectric.com.ph,False
aboitizpower_corporation,visayanelectric.ph,False
nba-vdp,content-api-prod.nba.com,False
nba-vdp,gleague.nba.com,False
nba-vdp,stats-trafficcop-prod.nba.com,False
nba-vdp,teamportal.nba.com,False
nba-vdp,austin.gleague.nba.com,False
nba-vdp,birmingham.gleague.nba.com,False
nba-vdp,blazer5gaming.nba.com,False
nba-vdp,bluecoats.gleague.nba.com,False
nba-vdp,bucksgaming.nba.com,False
nba-vdp,capitalcity.gleague.nba.com,False
nba-vdp,capitanes.gleague.nba.com,False
nba-vdp,cavslegion.nba.com,False
nba-vdp,cdn-bal.nba.com,False
nba-vdp,cdn.gleague.nba.com,False
nba-vdp,celticscrossover.nba.com,False
nba-vdp,cleveland.gleague.nba.com,False
nba-vdp,content-api-nextgen-prod.nba.com,False
nba-vdp,cpskyhawks.gleague.nba.com,False
nba-vdp,cweb-ott.nba.com,False
nba-vdp,detroit.gleague.nba.com,False
nba-vdp,duxinfinitos.nba.com,False
nba-vdp,fortwayne.gleague.nba.com,False
nba-vdp,gengtigers.nba.com,False
nba-vdp,global.nba.com,False
nba-vdp,gom.ngss.nba.com,False
nba-vdp,grandrapids.gleague.nba.com,False
nba-vdp,greensboro.gleague.nba.com,False
nba-vdp,grizzgaming.nba.com,False
nba-vdp,hawkstalon.nba.com,False
nba-vdp,heatcheck.nba.com,False
nba-vdp,ignite.gleague.nba.com,False
nba-vdp,iowa.gleague.nba.com,False
nba-vdp,jazzgaming.nba.com,False
nba-vdp,kingsguard.nba.com,False
nba-vdp,knicksgaming.nba.com,False
nba-vdp,lakersgaming.nba.com,False
nba-vdp,lockervision.nba.com,False
nba-vdp,longisland.gleague.nba.com,False
nba-vdp,magicgaming.nba.com,False
nba-vdp,maine.gleague.nba.com,False
nba-vdp,manage.nba.com,False
nba-vdp,mavsgaming.nba.com,False
nba-vdp,mcd.nba.com,False
nba-vdp,memphis.gleague.nba.com,False
nba-vdp,nblozgaming.nba.com,False
nba-vdp,netsgc.nba.com,False
nba-vdp,oklahomacity.gleague.nba.com,False
nba-vdp,ontario.gleague.nba.com,False
nba-vdp,nba.com,False
nba-vdp,wnba.com,False
nba-vdp,2kleague.nba.com,False
nba-vdp,bal.nba.com,False
nba-vdp,cdn.nba.com,False
nba-vdp,content-api-prod.nba.com,False
nba-vdp,core-api.nba.com,False
nba-vdp,gleague.nba.com,False
nba-vdp,identity.nba.com,False
nba-vdp,stats-trafficcop-prod.nba.com,False
nba-vdp,teamportal.nba.com,False
nba-vdp,76ersgc.nba.com,False
nba-vdp,austin.gleague.nba.com,False
nba-vdp,birmingham.gleague.nba.com,False
nba-vdp,blazer5gaming.nba.com,False
nba-vdp,bluecoats.gleague.nba.com,False
nba-vdp,bucksgaming.nba.com,False
nba-vdp,capitalcity.gleague.nba.com,False
nba-vdp,capitanes.gleague.nba.com,False
nba-vdp,cavslegion.nba.com,False
nba-vdp,cdn-bal.nba.com,False
nba-vdp,cdn.gleague.nba.com,False
nba-vdp,celticscrossover.nba.com,False
nba-vdp,cleveland.gleague.nba.com,False
nba-vdp,cms.nba.com,False
nba-vdp,content-api-nextgen-prod.nba.com,False
nba-vdp,cpskyhawks.gleague.nba.com,False
nba-vdp,cweb-ott.nba.com,False
nba-vdp,detroit.gleague.nba.com,False
nba-vdp,duxinfinitos.nba.com,False
nba-vdp,fortwayne.gleague.nba.com,False
nba-vdp,gengtigers.nba.com,False
nba-vdp,global.nba.com,False
nba-vdp,gom.ngss.nba.com,False
nba-vdp,grandrapids.gleague.nba.com,False
nba-vdp,greensboro.gleague.nba.com,False
nba-vdp,grizzgaming.nba.com,False
nba-vdp,hawkstalon.nba.com,False
nba-vdp,heatcheck.nba.com,False
nba-vdp,hornetsvenomgt.nba.com,False
nba-vdp,id.nba.com,False
nba-vdp,ignite.gleague.nba.com,False
nba-vdp,iowa.gleague.nba.com,False
nba-vdp,jazzgaming.nba.com,False
nba-vdp,kingsguard.nba.com,False
nba-vdp,knicksgaming.nba.com,False
nba-vdp,lakersgaming.nba.com,False
nba-vdp,lockervision.nba.com,False
nba-vdp,longisland.gleague.nba.com,False
nba-vdp,magicgaming.nba.com,False
nba-vdp,maine.gleague.nba.com,False
nba-vdp,manage.nba.com,False
nba-vdp,mavsgaming.nba.com,False
nba-vdp,mcd.nba.com,False
nba-vdp,memphis.gleague.nba.com,False
nba-vdp,nblozgaming.nba.com,False
nba-vdp,netsgc.nba.com,False
nba-vdp,oklahomacity.gleague.nba.com,False
nba-vdp,ontario.gleague.nba.com,False
nba-vdp,osceola.gleague.nba.com,False
nba-vdp,pacersgaming.nba.com,False
nba-vdp,pistonsgt.nba.com,False
nba-vdp,raptors905.gleague.nba.com,False
nba-vdp,raptorsuprising.nba.com,False
nba-vdp,riograndevalley.gleague.nba.com,False
nba-vdp,ripcity.gleague.nba.com,False
nba-vdp,saltlakecity.gleague.nba.com,False
nba-vdp,santacruz.gleague.nba.com,False
nba-vdp,siouxfalls.gleague.nba.com,False
nba-vdp,southbay.gleague.nba.com,False
nba-vdp,stats.gleague.nba.com,False
nba-vdp,stats.nba.com,False
nba-vdp,stockton.gleague.nba.com,False
nba-vdp,syndication.nba.com,False
nba-vdp,texas.gleague.nba.com,False
nba-vdp,transfers.nba.com,False
nba-vdp,transmissions.nba.com,False
nba-vdp,twolvesgaming.nba.com,False
nba-vdp,varnish.nba.com,False
nba-vdp,warriorsgs.nba.com,False
nba-vdp,westchester.gleague.nba.com,False
nba-vdp,windycity.gleague.nba.com,False
nba-vdp,wisconsin.gleague.nba.com,False
nba-vdp,wizardsdg.nba.com,False
nba-vdp,aces.wnba.com,False
nba-vdp,dream.wnba.com,False
nba-vdp,fever.wnba.com,False
nba-vdp,liberty.wnba.com,False
nba-vdp,lynx.wnba.com,False
nba-vdp,mercury.wnba.com,False
nba-vdp,mystics.wnba.com,False
nba-vdp,sky.wnba.com,False
nba-vdp,sparks.wnba.com,False
nba-vdp,stats.wnba.com,False
nba-vdp,storm.wnba.com,False
nba-vdp,sun.wnba.com,False
nba-vdp,wings.wnba.com,False
greenfly,api.greenfly.com,False
greenfly,portal.greenfly.com,False
greenfly,api.greenfly.com,False
greenfly,portal.greenfly.com,False
aven_response,my.aven.com,False
aven_response,notary.aven.com,False
aven_response,*.aven.com,False
aven_response,aven.com,False
aven_response,*.aven.com,False
aven_response,aven.com,False
aven_response,my.aven.com,False
aven_response,notary.aven.com,False
servicenow-disclosure,*.lightstep.com,False
servicenow-disclosure,*.servicenow.com,False
servicenow-disclosure,*.service-now.com,False
servicenow-disclosure,*.lightstep.com,False
servicenow-disclosure,*.servicenow.com,False
servicenow-disclosure,*.service-now.com,False
eurofins,https://metrak.metlabs.com/client/,False
redox_bbp,eets-sftp-listener.gamma.redoxstage.com,True
redox_bbp,eets.gamma.redoxstage.com,True
redox_bbp,evening-earth.gamma.redoxstage.com,True
redox_bbp,gamma.redoxstage.com,True
redox_bbp,launch.gamma.redoxstage.com,True
redox_bbp,sftp.gamma.redoxstage.com,True
redox_bbp,webhooks.gamma.redoxstage.com,True
redox_bbp,testapi.redoxengine.com,True
redox_bbp,fhir.redoxengine.com,True
redox_bbp,help.redoxengine.com,True
redox_bbp,explore.redoxengine.com,True
redox_bbp,blob.gamma.redoxstage.com,True
redox_bbp,api.gamma.redoxstage.com,True
redox_bbp,clientcert.gamma.redoxstage.com,True
redox_bbp,dashboard.gamma.redoxstage.com,True
redox_bbp,www.redoxengine.com,True
redox_bbp,testapp.redoxengine.com,True
redox_bbp,app.gamma.redoxstage.com,True
redox_bbp,10x.redoxengine.com,True
redox_bbp,docs.redoxengine.com,True
redox_bbp,10x.redoxengine.com,True
redox_bbp,testapp.redoxengine.com,True
redox_bbp,testapi.redoxengine.com,True
redox_bbp,api.gamma.redoxstage.com,True
redox_bbp,app.gamma.redoxstage.com,True
redox_bbp,blob.gamma.redoxstage.com,True
redox_bbp,clientcert.gamma.redoxstage.com,True
redox_bbp,dashboard.gamma.redoxstage.com,True
redox_bbp,eets-sftp-listener.gamma.redoxstage.com,True
redox_bbp,eets.gamma.redoxstage.com,True
redox_bbp,evening-earth.gamma.redoxstage.com,True
redox_bbp,gamma.redoxstage.com,True
redox_bbp,launch.gamma.redoxstage.com,True
redox_bbp,sftp.gamma.redoxstage.com,True
redox_bbp,webhooks.gamma.redoxstage.com,True
redox_bbp,docs.redoxengine.com,True
redox_bbp,fhir.redoxengine.com,True
redox_bbp,explore.redoxengine.com,True
redox_bbp,www.redoxengine.com,True
redox_bbp,help.redoxengine.com,True
visa,www.practicalbusinessskills.org,True
visa,www.practicalmoneyskills.org,True
visa,bb.visa.com,True
visa,ht.visa.com,True
visa,www.visa.com.tw,True
visa,visa.com.ru,True
visa,www.visa.com.az,True
visa,www.visa.com.cy,True
visa,www.visa.com.hk,True
visa,www.visa.com.hr,True
visa,visa.com.jm,True
visa,www.visa.com.kh,True
visa,www.visa.com.kz,True
visa,www.visa.com.lc,True
visa,www.visa.com.lk,True
visa,www.visa.com.ms,True
visa,www.visa.com.my,True
visa,www.visa.com.ng,True
visa,www.visa.com.ph,True
visa,visa.com.ua,True
visa,www.visa.co.ao,True
visa,www.visa.co.id,True
visa,www.visa.co.il,True
visa,www.visa.co.jp,True
visa,www.visa.co.ke,True
visa,visa.co.ni,True
visa,www.visa.co.nz,True
visa,www.visa.co.th,True
visa,www.visa.co.ve,True
visa,www.cybersource.com,True
visa,www.fraedom.com,True
visa,www.tink.com,True
visa,www.visa.com.vn,True
visa,visa.co.za,True
visa,www.practicalmoneyskills.com,True
visa,visa.com.au,True
visa,bm.visa.com,True
visa,www.authorize.net,True
visa,developer.authorize.net,True
visa,www.visa.com.tr,True
visa,www.visa.com.sg,True
visa,bd.visa.com,True
visa,www.visa.com.cn,True
visa,cw.visa.com,True
visa,www.currencycloud.com,True
visa,www.cardinalcommerce.com,True
visa,aw.visa.com,True
visa,developer.currencycloud.com,True
visa,aw.visa.com,True
visa,bb.visa.com,True
visa,bd.visa.com,True
visa,bm.visa.com,True
visa,bq.visa.com,True
visa,cw.visa.com,True
visa,ht.visa.com,True
visa,www.visa.com.br,True
visa,www.visa.com.mx,True
visa,www.visa.com.tw,True
visa,visa.com.ru,True
visa,visa.com.au,True
visa,www.visa.com.az,True
visa,www.visa.com.cn,True
visa,www.visa.com.cy,True
visa,www.visa.com.ge,True
visa,www.visa.com.hk,True
visa,www.visa.com.hr,True
visa,visa.com.jm,True
visa,www.visa.com.kh,True
visa,www.visa.com.kz,True
visa,www.visa.com.lc,True
visa,www.visa.com.lk,True
visa,www.visa.com.ms,True
visa,www.visa.com.my,True
visa,www.visa.com.ng,True
visa,www.visa.com.ph,True
visa,www.visa.com.sg,True
visa,www.visa.com.tr,True
visa,visa.com.ua,True
visa,www.visa.com.vn,True
visa,www.visa.co.ao,True
visa,visa.co.cr,True
visa,www.visa.co.id,True
visa,www.visa.co.il,True
visa,www.visa.co.in,True
visa,www.visa.co.jp,True
visa,www.visa.co.ke,True
visa,visa.co.ni,True
visa,www.visa.co.nz,True
visa,www.visa.co.th,True
visa,www.visa.co.uk,True
visa,www.visa.co.ve,True
visa,visa.co.za,True
visa,www.cybersource.com,True
visa,www.authorize.net,True
visa,www.cardinalcommerce.com,True
visa,www.currencycloud.com,True
visa,www.yellowpepper.com,True
visa,www.fraedom.com,True
visa,usa.visa.com,True
visa,www.tink.com,True
visa,www.practicalmoneyskills.com,True
visa,www.practicalbusinessskills.org,True
visa,www.practicalmoneyskills.org,True
visa,sandbox.secure.checkout.visa.com,True
visa,www.visainfinite.ca,True
visa,http://myvisainfinite.com/suntrust/en_us/home.html,True
visa,http://www.myvisacardportal.com/welcome/enbd/product/#,True
visa,ebctest.cybersource.com,True
visa,developer.cybersource.com,True
visa,sandbox.authorize.net,True
visa,developer.authorize.net,True
visa,developer.visa.com,True
visa,test.payworks.io,True
visa,console.tink.com,True
visa,developer.currencycloud.com,True
visa,direct-demo.currencycloud.com,True
daimler_truck,*evobus.com,False
daimler_truck,*omniplus.com,False
daimler_truck,*fleetboard.de,False
daimler_truck,*.setra.de,False
daimler_truck,daimlertrucksgoldcoast.com.au,False
daimler_truck,*exceleratorparts.com,False
daimler_truck,*fleetboard.com,False
daimler_truck,*.westernstar.com,False
daimler_truck,*.bharatbenz.com,False
daimler_truck,*.freightliner.com,False
daimler_truck,*detroitconnect.com,False
daimler_truck,*.daimlertruck.com,False
daimler_truck,*.mitsubishi-fuso.com,False
daimler_truck,*.mercedes-benz-trucks.com,False
daimler_truck,*exceleratorparts.com,False
daimler_truck,*.mercedes-benz-trucks.com,False
daimler_truck,*.mitsubishi-fuso.com,False
daimler_truck,*.westernstar.com,False
daimler_truck,*.bharatbenz.com,False
daimler_truck,*.setra.de,False
daimler_truck,*.daimlertruck.com,False
daimler_truck,*evobus.com,False
daimler_truck,*omniplus.com,False
daimler_truck,*fleetboard.de,False
daimler_truck,*fleetboard.com,False
daimler_truck,daimlertrucksgoldcoast.com.au,False
daimler_truck,*.freightliner.com,False
daimler_truck,*detroitconnect.com,False
